Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per_90,Pass_Dead_Shot_per_90,Take_Ons_Shot_per_90,Shot-Shot_per_90,Fouls_drawn_Shot_per_90,Defensive_Shot_per_90,Pass_Live_Goal_per_90,Pass_Dead_Goal_per_90,Take_Ons_Goal_per_90,Shot_Goal_per_90,Fouls_Drawn_Goal_per_90,Defensive_Goal_per_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Passes_Attempted_per_90,Live_Ball_Passes_per_90,Dead_Ball_Passes_per_90,Free_Kick_Passes_per_90,Through_Balls_per_90,Switches_per_90,Crosses_per_90,Throw_Ins_Taken_per_90,Corner_Kicks_per_90,In_Corner_Kicks_per_90,Out_Corner_Kicks_per_90,Str_Corner_Kicks_per_90,Passes_Cmp_per_90,Passes_Off_per_90,Passes_Blocked_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net,Percentage_of_Aerials_Won,Yellow_Cards_per_90,Red_Cards_per_90,Second_Yellow_Card_per_90,Fouls_Committed_per_90,Fouls_Drawn_per_90,Offsides_per_90,Interceptions_per_90,Tackles_Won_per_90,Penalty_Kicks_Won_per_90,Penalty_Kicks_Conceded_per_90,Ball_Recoveries_per_90,Aerials_Won_per_90,Aerials_Lost_per_90,Tackles_per_90,Tackles_Def_3rd_per_90,Tackles_Mid_3rd_per_90,Tackles_Att_3rd_per_90,Dribblers_Tackled_per_90,Dribblers_Challenged_per_90,Dribblers_Tackle_Lost_per_90,Blocks_per_90,Shots_Blocked_per_90,Tackles+Interceptions_per_90,Clearances_per_90,Errors_Shots_per_90,Dribblers_Tackle_W%
Cédric Kipré,ci CIV,DF,Reims,fr Ligue 1,28.0,1996.0,24,22,1875,20.8,0.0,0.05,0.0,0.05,0.03,0.09,0.03,0.09,9.0,9.0,100.0,0.0,0.0,65.53,10.43,36.06,27.64,2.4,0.77,65.53,0.43,0.43,0.0,37.74,220.77,114.86,0.62,0.58,0.0,0.58,0.14,43.65,0.1,1.2,0.14,1.01,0.05,0.05,0.05,0.0,0.05,0.14,0.0,0.0,0.0,0.0,0.0,985.0,1106.0,89.1,18311.0,6506.0,357.0,380.0,93.9,538.0,580.0,92.8,76.0,119.0,63.9,0.05,0.06,0.05,-0.01,0.38,3.37,0.24,0.05,3.12,53.17,50.62,2.45,1.88,0.14,0.24,0.29,0.1,0.0,0.0,0.0,0.0,47.36,0.1,0.1,0.34,0.05,0.0,0.0,0.09,-0.6,-0.6,62.7,0.14,0.1,0.0,0.96,0.48,0.05,1.3,1.15,0.0,0.05,3.03,1.54,0.91,1.68,1.2,0.43,0.05,1.2,1.59,0.38,1.73,1.11,2.98,6.73,0.1,75.8
Tim Kleindienst,de GER,FW,Gladbach,de Bundesliga,29.0,1995.0,28,28,2467,27.4,0.55,0.73,0.51,0.69,0.48,0.67,0.42,0.61,33.0,12.0,36.4,21.0,63.6,37.96,2.37,4.71,20.07,13.54,4.67,37.88,1.2,0.44,0.77,18.18,82.19,34.05,1.5,0.66,0.8,2.74,1.46,26.5,4.96,2.12,0.44,1.5,0.04,0.04,0.29,0.15,0.11,0.26,0.04,0.0,0.04,0.07,0.04,423.0,694.0,61.0,5844.0,1432.0,258.0,370.0,69.7,123.0,194.0,63.4,22.0,40.0,55.0,0.18,0.19,0.13,-0.01,0.84,1.02,0.73,0.04,2.08,25.33,23.65,1.46,0.0,0.26,0.18,0.51,0.47,0.0,0.0,0.0,0.0,15.44,0.22,1.46,2.48,1.2,0.21,0.42,0.17,1.9,2.6,54.9,0.18,0.04,0.04,2.52,0.84,0.8,0.4,0.51,0.07,0.04,2.34,4.71,3.87,0.91,0.18,0.44,0.29,0.29,1.13,0.84,1.53,0.26,1.31,2.08,0.0,25.8
Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,28.0,1996.0,25,17,1568,17.4,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.02,5.0,4.0,80.0,1.0,20.0,73.91,7.59,30.06,37.53,6.61,0.69,73.91,0.29,0.23,0.06,38.1,153.97,77.01,0.92,0.75,0.06,0.52,0.0,49.71,1.49,0.92,0.11,0.75,0.11,0.0,0.06,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,936.0,1064.0,88.0,15946.0,5270.0,406.0,432.0,94.0,479.0,527.0,90.9,44.0,76.0,57.9,0.0,0.01,0.03,-0.01,0.11,4.25,0.34,0.06,4.25,61.15,58.56,2.47,0.98,0.0,0.06,0.63,1.44,0.0,0.0,0.0,0.0,53.79,0.11,0.98,0.17,0.06,0.0,0.0,0.07,-0.2,-0.2,41.9,0.17,0.0,0.0,0.63,0.4,0.0,1.32,0.75,0.0,0.0,3.62,1.03,1.44,1.44,0.92,0.4,0.11,0.69,1.09,0.4,1.61,0.8,2.76,6.55,0.17,63.2
Justin Kluivert,nl NED,"MF,FW",Bournemouth,eng Premier League,25.0,1999.0,29,25,2026,22.5,0.53,0.8,0.27,0.53,0.44,0.65,0.23,0.44,81.0,33.0,40.7,38.0,46.9,41.64,1.02,4.04,13.96,24.53,5.07,41.38,3.6,1.47,1.69,24.58,157.96,89.16,3.02,2.04,1.51,2.04,1.07,26.98,6.31,4.08,0.49,3.02,0.36,0.27,0.22,0.18,0.04,0.44,0.0,0.0,0.0,0.04,0.0,495.0,671.0,73.8,7749.0,2173.0,270.0,325.0,83.1,165.0,217.0,76.0,43.0,78.0,55.1,0.27,0.21,0.15,0.05,1.96,1.78,1.38,0.27,4.18,29.82,25.91,3.6,0.31,0.18,0.27,3.38,0.4,1.33,1.2,0.0,0.0,22.0,0.31,0.76,2.22,0.98,0.12,0.27,0.1,2.1,0.9,23.3,0.31,0.0,0.0,1.73,1.2,0.22,0.58,0.4,0.04,0.0,3.02,0.31,1.02,0.93,0.18,0.44,0.31,0.18,0.84,0.67,0.89,0.0,1.51,1.02,0.04,21.1
Ansgar Knauff,de GER,"MF,DF",Eint Frankfurt,de Bundesliga,23.0,2002.0,26,14,1284,14.3,0.07,0.42,0.07,0.42,0.22,0.55,0.22,0.55,50.0,25.0,50.0,23.0,46.0,45.1,1.26,8.95,18.18,18.74,4.13,45.1,3.5,1.75,1.61,25.66,151.82,89.3,3.15,2.1,1.12,2.59,0.91,27.41,8.74,3.79,0.63,2.31,0.0,0.77,0.28,0.28,0.14,0.35,0.0,0.14,0.07,0.0,0.07,298.0,455.0,65.5,4154.0,1521.0,181.0,241.0,75.1,92.0,148.0,62.2,11.0,29.0,37.9,0.35,0.33,0.27,0.02,1.68,0.91,1.33,0.35,3.29,31.82,30.07,1.68,0.07,0.21,0.0,2.03,1.61,0.0,0.0,0.0,0.0,20.84,0.07,1.26,1.61,0.42,0.04,0.17,0.13,-2.1,-2.1,50.0,0.14,0.0,0.0,1.26,1.12,0.49,0.77,1.4,0.0,0.0,3.99,1.19,1.19,2.52,1.19,0.91,0.42,0.7,1.61,0.91,1.54,0.28,3.29,1.4,0.0,43.5
Magnus Knudsen,no NOR,MF,Holstein Kiel,de Bundesliga,23.0,2001.0,27,21,1678,18.6,0.0,0.05,0.0,0.05,0.04,0.11,0.04,0.11,12.0,8.0,66.7,4.0,33.3,47.85,2.9,15.65,26.88,5.65,0.48,47.85,0.65,0.43,0.22,23.17,116.99,55.75,0.81,0.54,0.11,1.24,0.48,30.11,1.24,1.56,0.21,1.24,0.0,0.05,0.11,0.16,0.0,0.22,0.0,0.0,0.0,0.0,0.0,600.0,710.0,84.5,10171.0,2785.0,279.0,315.0,88.6,268.0,300.0,89.3,41.0,63.0,65.1,0.05,0.07,0.11,-0.02,0.38,1.83,0.54,0.11,2.74,38.17,37.53,0.54,0.48,0.05,0.05,0.27,0.05,0.0,0.0,0.0,0.0,32.26,0.11,0.65,0.59,0.21,0.0,0.0,0.06,-0.7,-0.7,26.5,0.38,0.0,0.0,1.45,0.48,0.0,0.65,1.34,0.0,0.0,3.87,0.48,1.34,2.37,1.08,1.02,0.27,1.24,2.2,0.97,0.91,0.22,3.01,2.04,0.0,56.1
Robin Koch,de GER,DF,Eint Frankfurt,de Bundesliga,28.0,1996.0,26,26,2226,24.7,0.08,0.08,0.08,0.08,0.05,0.06,0.05,0.06,3.0,1.0,33.3,2.0,66.7,75.51,13.89,38.58,34.86,2.27,1.05,75.51,0.12,0.04,0.08,43.81,185.83,98.06,0.32,0.24,0.0,0.45,0.12,49.31,0.12,0.73,0.16,0.61,0.0,0.0,0.12,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,1426.0,1573.0,90.7,26337.0,9087.0,518.0,544.0,95.2,782.0,824.0,94.9,114.0,171.0,66.7,0.0,0.0,0.02,0.0,0.2,3.28,0.16,0.0,3.16,63.68,59.88,3.72,1.62,0.0,0.24,0.04,0.08,0.0,0.0,0.0,0.0,57.73,0.08,0.57,0.57,0.2,0.14,0.4,0.1,0.6,0.6,65.9,0.12,0.0,0.0,0.77,0.32,0.04,0.85,0.36,0.0,0.04,3.97,3.44,1.78,0.85,0.49,0.28,0.08,0.36,0.85,0.49,1.5,0.93,1.7,6.15,0.16,42.9
Derrick Köhn,de GER,"DF,FW",Werder Bremen,de Bundesliga,26.0,1999.0,23,14,1301,14.5,0.14,0.28,0.14,0.28,0.05,0.16,0.05,0.16,40.0,15.0,37.5,20.0,50.0,60.69,2.28,15.52,24.07,21.72,2.0,60.69,2.76,1.03,1.38,36.21,165.52,87.52,2.34,1.52,0.48,1.52,0.83,38.76,8.21,2.49,0.21,2.07,0.07,0.14,0.07,0.14,0.0,0.21,0.0,0.0,0.0,0.0,0.0,563.0,712.0,79.1,8358.0,2027.0,303.0,340.0,89.1,220.0,274.0,80.3,18.0,39.0,46.2,0.14,0.11,0.14,0.03,1.1,1.52,1.03,0.41,2.48,49.1,40.62,8.41,0.14,0.07,0.14,4.0,7.93,0.34,0.14,0.21,0.0,38.83,0.07,1.93,0.9,0.28,0.15,0.5,0.06,1.3,1.3,38.1,0.14,0.0,0.0,0.97,1.17,0.28,0.62,0.69,0.0,0.0,3.86,0.55,0.9,1.31,0.48,0.62,0.21,0.69,0.97,0.28,1.38,0.28,1.93,1.72,0.0,71.4
Dominik Kohr,de GER,"DF,MF",Mainz 05,de Bundesliga,31.0,1994.0,26,26,2196,24.4,0.08,0.08,0.08,0.08,0.06,0.09,0.06,0.09,9.0,5.0,55.6,4.0,44.4,66.6,8.57,31.72,29.63,5.57,0.9,66.6,0.37,0.2,0.16,32.5,145.74,65.9,1.02,0.7,0.16,0.78,0.29,39.1,1.27,1.19,0.08,1.02,0.04,0.04,0.08,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.0,1063.0,1313.0,81.0,20094.0,7129.0,399.0,453.0,88.1,512.0,569.0,90.0,128.0,231.0,55.4,0.0,0.02,0.07,-0.02,0.45,3.07,0.53,0.12,4.06,53.81,49.59,4.02,1.27,0.2,0.45,0.66,1.48,0.0,0.0,0.0,0.0,43.57,0.2,0.82,0.53,0.2,0.15,0.4,0.14,0.4,0.4,52.8,0.45,0.04,0.0,1.76,1.43,0.04,1.68,1.76,0.0,0.08,3.93,1.56,1.39,2.34,1.27,0.78,0.29,1.27,2.01,0.74,1.72,0.94,4.02,4.96,0.0,63.3
Koke,es ESP,MF,Atlético Madrid,es La Liga,33.0,1992.0,26,16,1580,17.6,0.06,0.11,0.06,0.11,0.06,0.13,0.06,0.13,19.0,8.0,42.1,10.0,52.6,81.65,2.44,20.45,47.61,14.32,0.51,81.65,1.08,0.45,0.57,47.05,204.89,94.32,0.97,0.97,0.0,0.74,0.34,57.95,0.74,2.34,0.23,2.27,0.0,0.0,0.0,0.0,0.06,0.23,0.0,0.0,0.0,0.0,0.0,1107.0,1277.0,86.7,17429.0,5294.0,578.0,634.0,91.2,410.0,450.0,91.1,76.0,121.0,62.8,0.06,0.07,0.08,-0.01,0.62,5.57,0.97,0.28,5.68,72.56,69.26,2.84,2.33,0.11,0.28,0.68,0.28,0.23,0.0,0.0,0.0,62.9,0.45,0.85,0.51,0.23,0.11,0.25,0.12,0.0,0.0,47.1,0.23,0.0,0.0,1.14,0.68,0.0,1.02,1.19,0.0,0.0,6.02,0.45,0.51,2.33,0.85,1.14,0.34,1.14,2.16,1.02,1.19,0.11,3.35,1.42,0.06,52.6
Sead Kolašinac,ba BIH,DF,Atalanta,it Serie A,31.0,1993.0,23,23,1903,21.1,0.0,0.09,0.0,0.09,0.04,0.12,0.04,0.12,15.0,3.0,20.0,12.0,80.0,69.1,3.36,22.89,36.07,10.9,1.28,69.1,0.71,0.14,0.57,41.61,199.53,133.27,2.46,2.46,0.09,0.81,0.76,47.44,2.23,1.75,0.19,1.56,0.0,0.0,0.14,0.05,0.0,0.14,0.0,0.0,0.05,0.0,0.0,1115.0,1275.0,87.5,17226.0,6037.0,599.0,641.0,93.4,448.0,507.0,88.4,46.0,77.0,59.7,0.09,0.09,0.07,0.01,0.81,4.98,0.57,0.09,6.73,60.43,58.63,1.66,0.71,0.0,0.05,0.47,0.95,0.0,0.0,0.0,0.0,52.84,0.14,0.81,0.47,0.09,0.0,0.0,0.08,-0.8,-0.8,56.7,0.33,0.0,0.0,1.8,0.95,0.14,1.18,1.23,0.0,0.0,6.4,1.61,1.23,1.94,1.0,0.95,0.0,0.76,1.42,0.66,0.76,0.33,3.13,2.51,0.05,53.3
Marco Komenda,hr CRO,DF,Holstein Kiel,de Bundesliga,28.0,1996.0,19,17,1307,14.5,0.0,0.0,0.0,0.0,0.01,0.06,0.01,0.06,1.0,1.0,100.0,0.0,0.0,62.41,7.52,31.86,26.9,3.72,0.76,62.41,0.07,0.07,0.0,30.34,126.28,75.59,0.9,0.55,0.07,0.21,0.0,41.1,1.1,1.58,0.07,1.45,0.0,0.07,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,592.0,751.0,78.8,11619.0,5591.0,209.0,227.0,92.1,309.0,362.0,85.4,71.0,146.0,48.6,0.0,0.06,0.06,-0.06,0.62,4.55,0.62,0.34,3.66,51.79,49.03,2.55,1.45,0.07,0.14,1.1,1.1,0.0,0.0,0.0,0.0,40.83,0.21,0.41,0.21,0.0,0.0,0.0,0.03,-0.1,-0.1,32.6,0.21,0.0,0.0,1.1,0.9,0.0,0.41,1.17,0.0,0.0,2.55,1.03,2.14,1.79,0.83,0.9,0.07,0.76,1.03,0.28,1.59,0.76,2.21,4.69,0.0,73.3
Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,25.0,1999.0,27,26,2230,24.8,0.04,0.12,0.04,0.12,0.07,0.11,0.07,0.11,4.0,2.0,50.0,1.0,25.0,77.3,8.35,32.98,40.28,4.27,0.85,77.3,0.16,0.08,0.04,45.85,211.09,121.77,0.85,0.52,0.0,0.32,0.08,55.89,0.08,1.13,0.28,0.97,0.0,0.0,0.12,0.0,0.04,0.24,0.0,0.0,0.0,0.0,0.04,1513.0,1672.0,90.5,28014.0,9647.0,522.0,557.0,93.7,897.0,943.0,95.1,85.0,149.0,57.0,0.08,0.04,0.04,0.04,0.4,4.92,0.32,0.0,4.11,67.42,65.69,1.65,1.53,0.04,0.2,0.0,0.12,0.0,0.0,0.0,0.0,61.01,0.08,0.32,0.69,0.12,0.06,0.33,0.1,-0.6,-0.6,70.8,0.2,0.0,0.0,0.97,0.73,0.0,0.44,1.01,0.0,0.0,3.39,2.74,1.13,1.45,0.97,0.44,0.04,0.97,1.37,0.4,1.09,0.6,1.9,4.72,0.08,70.6
Geoffrey Kondogbia,cf CTA,"DF,MF",Marseille,fr Ligue 1,32.0,1993.0,23,20,1840,20.4,0.0,0.0,0.0,0.0,0.02,0.04,0.02,0.04,14.0,9.0,64.3,4.0,28.6,90.69,6.08,28.63,52.06,10.25,0.69,90.69,0.69,0.44,0.2,58.92,260.0,140.25,0.93,1.62,0.0,0.64,0.64,70.2,0.54,1.13,0.0,0.93,0.0,0.05,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1527.0,1657.0,92.2,24298.0,7533.0,747.0,782.0,95.5,701.0,731.0,95.9,51.0,97.0,52.6,0.0,0.01,0.05,-0.01,0.25,5.64,0.64,0.1,4.9,81.23,78.68,2.5,1.32,0.1,0.15,0.2,0.39,0.0,0.0,0.0,0.0,74.85,0.05,0.49,0.39,0.05,0.0,0.0,0.06,-0.5,-0.5,61.1,0.05,0.0,0.0,0.93,0.74,0.05,0.98,1.72,0.0,0.0,4.8,1.08,0.69,2.75,1.37,1.23,0.15,1.23,1.57,0.34,1.03,0.2,3.73,2.65,0.2,78.1
Amadou Koné,ml MLI,MF,Reims,fr Ligue 1,19.0,2005.0,20,13,1017,11.3,0.0,0.0,0.0,0.0,0.04,0.06,0.04,0.06,21.0,12.0,57.1,5.0,23.8,57.08,4.51,17.43,33.36,7.35,0.27,57.08,1.86,1.06,0.44,33.98,216.9,102.21,1.42,1.06,0.0,1.42,0.8,38.05,0.71,1.86,0.09,1.24,0.0,0.09,0.18,0.09,0.27,0.0,0.0,0.0,0.09,0.0,0.0,430.0,495.0,86.9,7397.0,2013.0,191.0,219.0,87.2,188.0,205.0,91.7,36.0,50.0,72.0,0.0,0.02,0.03,-0.02,0.44,3.72,0.44,0.0,5.31,43.81,42.92,0.8,0.62,0.18,0.18,0.09,0.09,0.0,0.0,0.0,0.0,38.05,0.09,0.18,0.97,0.18,0.0,0.0,0.04,-0.5,-0.5,44.1,0.18,0.09,0.0,1.33,3.81,0.0,1.42,2.48,0.0,0.09,5.66,1.33,1.68,3.54,2.3,1.24,0.0,1.5,2.48,0.97,1.06,0.18,4.96,2.92,0.09,60.7
Manu Koné,fr FRA,MF,Roma,it Serie A,23.0,2001.0,29,26,2151,23.9,0.08,0.13,0.08,0.13,0.12,0.18,0.12,0.18,52.0,18.0,34.6,21.0,40.4,55.4,1.09,8.2,34.94,13.14,1.38,55.4,2.18,0.75,0.88,35.36,208.16,95.61,2.09,2.13,0.5,2.01,1.55,42.43,1.59,2.38,0.21,1.59,0.04,0.21,0.21,0.21,0.13,0.13,0.0,0.04,0.0,0.0,0.04,990.0,1093.0,90.6,15752.0,3681.0,486.0,533.0,91.2,409.0,437.0,93.6,63.0,73.0,86.3,0.04,0.06,0.05,-0.02,0.67,3.68,0.42,0.04,4.85,45.73,44.56,1.13,1.09,0.13,0.17,0.08,0.04,0.0,0.0,0.0,0.0,41.42,0.04,0.5,1.21,0.29,0.07,0.29,0.1,-0.9,-0.9,36.4,0.21,0.0,0.0,1.0,2.97,0.08,0.67,0.88,0.0,0.04,4.48,0.67,1.17,1.38,0.54,0.59,0.25,0.67,1.51,0.84,0.92,0.13,2.05,0.75,0.0,44.4
Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,27.0,1997.0,30,29,2576,28.6,0.03,0.03,0.03,0.03,0.03,0.05,0.03,0.05,17.0,7.0,41.2,7.0,41.2,59.27,7.59,27.9,28.18,3.46,0.7,59.27,0.59,0.24,0.24,34.48,171.75,86.15,0.56,0.38,0.07,0.52,0.31,41.15,0.38,0.8,0.1,0.63,0.07,0.03,0.07,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1375.0,1483.0,92.7,23030.0,7569.0,601.0,624.0,96.3,707.0,739.0,95.7,52.0,80.0,65.0,0.0,0.01,0.02,-0.01,0.17,3.25,0.03,0.0,2.55,51.85,47.41,4.41,2.59,0.21,0.0,0.17,1.19,0.0,0.0,0.0,0.0,48.08,0.03,0.73,0.31,0.1,0.11,0.33,0.1,0.1,0.1,56.3,0.0,0.0,0.0,0.21,1.47,0.0,0.73,0.59,0.0,0.0,3.01,0.94,0.73,1.12,0.66,0.31,0.14,0.63,0.77,0.14,0.59,0.31,1.85,3.32,0.1,81.8
Teun Koopmeiners,nl NED,"MF,FW",Juventus,it Serie A,27.0,1998.0,28,23,1994,22.2,0.14,0.27,0.14,0.27,0.17,0.31,0.17,0.31,22.0,10.0,45.5,11.0,50.0,52.7,1.71,8.11,23.83,21.08,2.25,52.7,0.99,0.45,0.5,26.62,123.47,57.03,1.44,1.26,0.23,1.8,0.72,35.59,5.72,2.84,0.14,1.76,0.77,0.09,0.09,0.09,0.05,0.09,0.05,0.0,0.0,0.0,0.0,761.0,953.0,79.9,12045.0,3133.0,395.0,437.0,90.4,285.0,328.0,86.9,57.0,136.0,41.9,0.14,0.13,0.17,0.0,1.71,2.84,0.81,0.14,4.01,42.93,36.89,5.81,1.53,0.18,0.14,5.09,0.81,3.33,1.98,1.26,0.0,34.28,0.23,0.54,1.9,0.45,0.07,0.3,0.09,-0.9,-0.9,50.0,0.14,0.0,0.0,1.44,0.41,0.14,0.36,0.72,0.0,0.0,2.3,0.99,0.99,1.44,0.27,0.86,0.32,0.45,1.35,0.9,1.62,0.63,1.8,1.17,0.09,33.3
Konstantinos Koulierakis,gr GRE,DF,Wolfsburg,de Bundesliga,21.0,2003.0,26,24,2108,23.4,0.0,0.09,0.0,0.09,0.02,0.07,0.02,0.07,9.0,5.0,55.6,4.0,44.4,69.62,10.64,34.44,32.05,3.33,1.07,69.62,0.38,0.21,0.17,39.27,190.26,100.68,0.73,0.64,0.0,0.68,0.09,44.66,0.34,1.24,0.13,0.94,0.09,0.0,0.17,0.0,0.04,0.09,0.0,0.0,0.04,0.0,0.0,1125.0,1354.0,83.1,22827.0,8227.0,355.0,383.0,92.7,617.0,678.0,91.0,141.0,262.0,53.8,0.09,0.04,0.03,0.04,0.43,3.76,0.47,0.17,3.8,57.86,53.12,4.57,1.11,0.04,1.03,0.47,0.68,0.0,0.0,0.0,0.0,48.08,0.17,0.38,0.68,0.13,0.0,0.0,0.04,-0.6,-0.6,60.8,0.13,0.0,0.0,1.03,0.47,0.09,1.11,0.73,0.0,0.0,3.42,2.05,1.32,1.45,0.94,0.43,0.09,0.85,1.32,0.47,1.28,0.51,2.56,5.26,0.09,64.5
Jules Koundé,fr FRA,DF,Barcelona,es La Liga,26.0,1998.0,32,29,2605,28.9,0.07,0.17,0.07,0.17,0.06,0.2,0.06,0.2,50.0,22.0,44.0,27.0,54.0,84.88,2.73,19.62,41.31,24.43,2.73,84.88,1.73,0.76,0.93,44.53,161.49,86.54,1.52,1.45,0.24,1.42,0.45,56.23,6.57,2.04,0.24,1.9,0.0,0.07,0.07,0.0,0.0,0.21,0.0,0.0,0.03,0.0,0.0,1856.0,2140.0,86.7,28736.0,8279.0,946.0,1020.0,92.7,788.0,901.0,87.5,73.0,120.0,60.8,0.1,0.13,0.13,-0.03,1.11,5.33,1.0,0.28,5.71,74.05,62.39,11.49,2.28,0.21,0.45,2.18,9.2,0.0,0.0,0.0,0.0,64.22,0.17,0.87,0.62,0.21,0.11,0.33,0.11,0.2,0.2,56.6,0.14,0.0,0.0,0.76,0.66,0.24,0.69,1.49,0.0,0.0,3.7,1.04,0.8,2.18,1.0,0.8,0.38,1.52,2.28,0.76,1.21,0.17,2.87,2.35,0.07,66.7
Mateo Kovačić,hr CRO,MF,Manchester City,eng Premier League,30.0,1994.0,28,22,1960,21.8,0.28,0.32,0.28,0.32,0.08,0.24,0.08,0.24,38.0,20.0,52.6,11.0,28.9,85.28,2.2,12.61,48.72,24.91,0.73,85.28,1.74,0.92,0.5,57.71,340.55,157.84,2.34,3.26,0.14,0.73,1.33,69.08,0.69,2.71,0.28,2.2,0.0,0.14,0.18,0.14,0.05,0.18,0.0,0.05,0.05,0.0,0.0,1523.0,1647.0,92.5,23499.0,6148.0,818.0,861.0,95.0,633.0,662.0,95.6,53.0,87.0,60.9,0.05,0.16,0.14,-0.11,1.28,8.17,1.19,0.0,6.47,75.55,74.04,1.33,1.28,0.6,0.23,0.0,0.0,0.0,0.0,0.0,0.0,69.86,0.18,0.6,1.74,0.55,0.16,0.5,0.04,4.3,4.3,56.3,0.23,0.0,0.0,1.01,1.01,0.0,0.92,1.7,0.0,0.0,5.0,0.41,0.32,2.8,0.96,1.51,0.32,1.24,2.71,1.47,0.87,0.0,3.72,0.92,0.05,45.8
Alex Král,cz CZE,MF,Espanyol,es La Liga,26.0,1998.0,32,27,2525,28.1,0.0,0.04,0.0,0.04,0.04,0.09,0.04,0.09,53.0,28.0,52.8,21.0,39.6,38.26,2.53,8.83,21.74,8.36,1.49,38.26,1.89,1.0,0.75,20.46,132.6,62.46,1.67,1.1,0.25,1.67,1.0,22.81,2.7,1.46,0.04,1.07,0.04,0.07,0.07,0.14,0.07,0.04,0.0,0.0,0.0,0.0,0.0,557.0,783.0,71.1,9379.0,2507.0,269.0,342.0,78.7,229.0,281.0,81.5,46.0,96.0,47.9,0.04,0.05,0.06,-0.02,0.43,2.49,0.39,0.14,2.6,27.86,26.69,0.93,0.36,0.21,0.21,1.25,0.07,0.11,0.0,0.11,0.0,19.82,0.25,0.96,0.64,0.07,0.0,0.0,0.06,-1.0,-1.0,56.9,0.04,0.0,0.0,1.0,0.78,0.0,0.89,1.17,0.0,0.0,4.23,1.32,1.0,1.81,0.89,0.82,0.11,0.5,0.96,0.46,1.14,0.5,2.7,1.57,0.04,51.9
Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,33.0,1991.0,28,28,2417,26.9,0.41,0.6,0.3,0.48,0.41,0.55,0.32,0.46,38.0,16.0,42.1,17.0,44.7,50.86,0.33,5.58,23.57,22.08,4.35,50.74,1.41,0.59,0.63,30.3,163.83,84.13,2.49,1.75,0.74,1.6,1.23,37.66,6.77,3.28,0.41,2.49,0.41,0.07,0.22,0.07,0.0,0.33,0.0,0.0,0.04,0.04,0.0,895.0,1155.0,77.5,13702.0,3600.0,493.0,564.0,87.4,296.0,377.0,78.5,63.0,122.0,51.6,0.19,0.14,0.19,0.05,1.52,3.42,1.26,0.52,4.68,42.94,38.44,4.24,0.52,0.19,0.15,4.05,0.82,1.49,0.52,0.48,0.0,33.27,0.26,1.12,2.16,0.78,0.14,0.38,0.15,-0.1,-0.7,25.0,0.11,0.0,0.0,0.37,0.89,0.26,0.19,0.26,0.0,0.0,4.24,0.22,0.67,0.48,0.19,0.26,0.04,0.22,0.37,0.15,0.52,0.11,0.67,0.33,0.04,60.0
